	Si+	C_7H_7+	C_6H_10NO+	C_6H_10N_3+
	27.9727	91.0573	112.0785	124.0776
1794.0480	5.00376	1313.28	16397.2	8431.49	
1797.3248	13.0107	1271.27	16504.9	8597.35	
1800.6016	16.0176	1181.56	16419.3	8366.53	
1803.8784	5.00137	1212.83	16290.4	8493.39	
1807.1552	6.0044	1228.8	16628.4	8552.48	
1810.4320	10.0061	1293.82	16465.5	8409.89	
1813.7088	9.00797	1222.23	16478.7	8645.21	
1816.9856	11.0084	1262.35	16215	8397.2	
1820.2624	9.00687	1239.65	16709	8353.98	
1823.5392	6.00305	1225.41	16836	8316.13	
1826.8160	10.0056	1213.92	16178.4	8271.34	
1830.0928	11.0104	1246.69	16068.2	8376.22	
1833.3696	3.00119	1242.72	16311.7	8580.79	
1836.6464	7.00406	1265.11	16432.4	8377.74	
1839.9232	7.00406	1275.66	16339.9	8305.43	
1843.2000	8.00684	1345.64	16442.4	7999.99	
1846.4768	5.00382	1328.74	16461.3	8276	
1849.7536	10.0067	1561.43	15835.9	8201.54	
1853.0304	5.00321	1718.44	15350.5	8015.31	
1856.3072	6.0022	2194.52	15195.2	7502.96	
1859.5840	7.00321	3017.15	14272	7117.3	
1862.8608	3.00082	4182.54	12941.6	6344.67	
1866.1376	8.00244	5874.25	11007.2	5731.93	
1869.4144	6.00256	8162.11	9473.14	4547.16	
1872.6912	7.00192	11645.5	7243.98	3608.76	
1875.9680	4.00073	15608.8	5080.77	2629.77	
1879.2448	0	19277.4	3676.15	1851.86	
1882.5216	0	23360.1	2577.19	1186.9	
1885.7984	1.00015	26528.4	1601.07	766.927	
1889.0752	0	28318	946.562	459.301	
1892.3520	0	29795	601.363	283.858	
1895.6288	0	30475.2	318.797	171.634	
1898.9056	1.00003	31422.5	198.55	105.807	
1902.1824	0	30963.3	119.734	68.4276	
1905.4592	0	31767.3	91.4157	51.2876	
1908.7360	0	31662.4	88.4489	55.2852	
1912.0128	0	32063.1	80.3849	52.2631	
1915.2896	1.00003	31523.6	80.3417	60.3466	
1918.5664	0	30911	82.3616	59.3144	
1921.8432	0	31502.1	66.2829	36.1863	
1925.1200	0	32017	69.3027	47.2774	
1928.3968	0	31466.9	69.3101	44.2075	
1931.6736	0	31516.6	69.288	44.2003	
1934.9504	0	31233.7	58.2518	33.1572	
1938.2272	1.00015	31299.3	67.2477	54.3013	
1941.5040	0	31293.2	55.1949	42.2592	
1944.7808	0	31272.9	47.1311	38.1974	
1948.0576	0	31583.8	59.2574	52.2926	
1951.3344	0	31280.9	53.1987	35.1828	
1954.6112	0	31308.4	45.1844	38.216	
1957.8880	0	30609.9	44.1515	26.1249	
1961.1648	0	31743.4	57.241	37.1645	
1964.4416	0	31326.7	47.1592	40.2021	
1967.7184	0	30826.3	60.2379	35.1823	
1970.9952	0	31519	57.2301	37.2017	
1974.2720	0	31984	44.1591	29.1337	
1977.5488	0	31805.9	50.1835	35.166	
1980.8256	0	30989.7	41.1242	29.1405	
1984.1024	0	31752.6	52.175	44.2512	
1987.3792	0	32012	56.2072	32.1625	
1990.6560	0	31178.9	42.1147	25.1262	
1993.9328	0	31282.4	44.1507	32.1222	
1997.2096	1.00021	31550	47.1557	32.1737	
2000.4864	0	31277	39.1099	34.13	
2003.7632	0	31946.3	45.1362	37.1612	
2007.0400	0	31523.8	46.1378	30.1491	
2010.3168	0	31256.7	44.1592	28.1546	
2013.5936	0	32244.8	49.1872	41.1812	
2016.8704	0	31274	36.114	37.1451	
2020.1472	0	31556.3	53.2017	39.1917	
2023.4240	0	32128.8	43.1329	24.1062	
2026.7008	0	31527.5	54.2073	35.1617	
2029.9776	0	31081.1	45.1364	24.1178	
2033.2544	0	31346.2	40.1255	33.1594	
2036.5312	0	32007.9	39.1022	39.2019	
2039.8080	0	31168.1	48.1621	34.144	
2043.0848	0	31102.7	43.159	35.1767	
2046.3616	0	31639.8	55.1977	37.1878	
2049.6384	0	31480.4	44.1385	33.1731	
2052.9152	0	31866.4	27.0735	30.1196	
2056.1920	0	31141.9	36.1203	29.1148	
2059.4688	0	31777.6	39.1347	29.1203	
2062.7456	0	31747.6	38.1214	24.1196	
2066.0224	0	31262.5	49.18	33.1595	
2069.2992	0	31084.1	36.1016	41.1741	
2072.5760	0	31803.1	46.15	38.1728	
2075.8528	0	31539.1	35.1045	20.0873	
2079.1296	0	31717.3	45.1462	31.1174	
2082.4064	0	31586.5	30.0771	33.14	
2085.6832	0	31650.2	39.12	25.1137	
2088.9600	0	31465.7	34.1102	38.1637	
2092.2368	0	31097.4	32.0855	37.1675	
2095.5136	0	31284.4	40.1475	33.1311	
2098.7904	0	31345.6	42.1336	38.1802	
2102.0672	0	30746.8	36.1007	27.0987	
2105.3440	0	31192.3	38.1197	38.1717	
2108.6208	0	30809.3	33.106	30.1324	
2111.8976	0	32072	33.1036	23.0897	
2115.1744	0	31073	38.1184	26.1085	
2118.4512	0	31857.5	42.113	31.1185	
2121.7280	0	32033.2	31.1073	24.0811	
2125.0048	0	31909.5	25.0782	22.1083	
2128.2816	0	31446.9	28.0665	29.1183	
2131.5584	0	31033.5	30.0788	33.1542	
2134.8352	0	31492.9	35.0925	25.1212	
2138.1120	0	31947.4	40.1378	23.0916	
2141.3888	0	30933.3	38.115	30.1344	
2144.6656	0	30943.1	21.0491	37.1685	
2147.9424	0	31810.1	31.0938	35.15	
2151.2192	1.00009	31433.4	39.1377	32.1136	
2154.4960	0	31195.1	33.1004	30.1367	
2157.7728	1.00003	30964	38.1232	34.1524	
2161.0496	0	31550.7	33.0971	32.1517	
2164.3264	0	30716.5	37.098	24.1141	
2167.6032	0	31210.7	24.0638	33.1546	
2170.8800	0	31062.3	29.0911	29.1256	
2174.1568	0	31478.2	27.0745	22.0791	
2177.4336	0	31685.8	38.1065	31.1496	
2180.7104	0	31116.4	31.0874	39.1684	
2183.9872	0	31613.9	26.062	35.1672	
2187.2640	0	33171.2	34.1067	25.1075	
2190.5408	0	31340.5	37.1085	28.1197	
2193.8176	0	31593.9	38.1173	25.0978	
2197.0944	0	31532.7	35.0966	31.1155	
2200.3712	0	31559	40.1389	38.1833	
2203.6480	0	31320	36.1186	28.1466	
2206.9248	0	31018.5	47.1769	37.1474	
2210.2016	0	31470	38.1194	37.2091	
2213.4784	0	31085.1	61.2398	46.2726	
2216.7552	1.00009	31550.3	63.296	54.3095	
2220.0320	0	30863.7	98.5079	56.2978	
2223.3088	0	31724.1	126.732	70.4441	
2226.5856	0	31006.6	211.997	126.009	
2229.8624	1.00003	31035.4	295.596	183.938	
2233.1392	0	30629.5	433.89	229.831	
2236.4160	1.00003	29136.2	655.854	423.419	
2239.6928	0	27950.8	1048.89	653.209	
2242.9696	1.00021	25760.5	1861.61	1049.06	
2246.2464	1.00003	22102.1	2993.09	1871.07	
2249.5232	3.00046	18160.8	4357.98	2719.8	
2252.8000	1.00027	14203.5	6346.14	3906.94	
2256.0768	6.00324	9955.11	8769.02	5247.65	
2259.3536	6.00256	6571.2	11070.6	6313.12	
2262.6304	6.00159	4407.48	13141.8	7220.81	
2265.9072	5.00137	3112.05	14415.9	7624.36	
2269.1840	3.00119	2415.01	15384.8	7965.32	
2272.4608	8.00648	1975.82	15758.7	8160.72	
2275.7376	13.0107	1669.97	16014.9	8346.2	
2279.0144	5.0029	1442.6	16012.6	8279.85	
2282.2912	8.00489	1407.81	16207.3	8354.39	
2285.5680	9.00632	1393.91	16163.2	8336.81	
2288.8448	6.00403	1294.83	16097.5	8404.41	
2292.1216	10.0067	1373.15	16181.6	8266.41	
2295.3984	5.00376	1382.26	15967.7	8151.44	
2298.6752	0	1311.76	15908.5	8195.89	
2301.9520	6.00256	1369.78	16207	8666.89	
2305.2288	12.0117	1316.67	16265.3	8300.48	
2308.5056	5.00198	1334.9	16177.3	8453.47	
2311.7824	5.00229	1321.6	16139.5	8445.94	
2315.0592	6.0022	1239.25	16412	8440.65	
2318.3360	6.0033	1269.23	16267.1	8194.56	
2321.6128	10.0067	1381.07	16278.8	8408.59	
2324.8896	10.0079	1285.51	16610.3	8445.59	
2328.1664	8.00586	1289.09	16193.8	8338.35	
2331.4432	9.00687	1272.04	16421.1	8345.04	
2334.7200	8.00635	1259.44	16115.7	8444.76	
2337.9968	16.0147	1283	16179.8	8266.05	
2341.2736	12.0103	1295.05	16303.1	8326.52	
2344.5504	8.00537	1259.92	16399.7	8342.39	
2347.8272	13.0075	1270.72	16166.6	8187.8	
2351.1040	12.0097	1249.99	16372.4	8461.67	
2354.3808	8.00305	1231.78	16233.7	8170.46	
2357.6576	12.0085	1267.09	16138.1	8343.39	
2360.9344	7.00363	1257.69	16175.9	8494.97	
2364.2112	7.00449	1296.1	16343.5	8269.74	
2367.4880	9.00467	1363.36	16365.8	8284.92	
2370.7648	6.00183	1252.43	16187.8	8391.71	
2374.0416	7.00577	1257.68	16422.4	8307.77	
2377.3184	5.00198	1269.09	16445.6	8425.95	
2380.5952	7.00534	1247.58	16152.2	8489.27	
2383.8720	6.00366	1236.88	16315.1	8445.16	
2387.1488	10.0073	1270.99	16265.9	8414.07	
2390.4256	4.0022	1312.7	16252.5	8475.75	
2393.7024	16.0147	1228.06	16080	8326.73	
2396.9792	6.00183	1306.46	16256.8	8502.54	
2400.2560	14.0086	1245.18	16206.8	8337.29	
2403.5328	14.0171	1290.62	16161.6	8467.72	
2406.8096	9.00577	1319.27	16314.5	8455.91	
2410.0864	14.0094	1315.51	16225.8	8266.32	
2413.3632	10.0061	1347.54	16259.6	8556.32	
2416.6400	1.00027	1301.21	16076.1	8364.44	
2419.9168	10.0067	1258.68	16267	8379.03	
2423.1936	6.00366	1260.03	16521.8	8306.82	
2426.4704	10.0062	1300.31	16457.4	8350.54	
2429.7472	7.00278	1268.42	16648.9	8274.9	
2433.0240	5.0026	1234.29	16314	8333.52	
2436.3008	18.022	1178.75	16391.6	8217.58	
2439.5776	5.0026	1195.97	16698.3	8569.95	
2442.8544	7.00492	1250.2	16303.1	8257.91	
2446.1312	10.0055	1212.79	16333.8	8313.14	
2449.4080	8.00733	1237.83	16580.4	8392.34	
2452.6848	12.0103	1282.59	16304.5	8675.67	
2455.9616	8.00635	1278.16	16248.9	8338.61	
2459.2384	5.00351	1319.57	16118	8364.17	
2462.5152	7.00449	1281.35	16442.3	8469.57	
2465.7920	8.00476	1363.59	16537.6	8611.99	
2469.0688	12.0081	1212.99	16027.5	8221.32	
2472.3456	10.0067	1265.98	16058.3	8272.12	
2475.6224	7.00321	1304.36	16776.2	8278.78	
2478.8992	12.0081	1237.99	16585.3	8250.36	
2482.1760	5.00229	1284.16	16261.3	8309.21	
2485.4528	4.00171	1266.83	16215.1	8527.31	
2488.7296	10.0067	1311.54	16808.8	8242.21	
2492.0064	10.0073	1269.68	16157.3	8437.78	
2495.2832	4.00122	1229.23	16276.4	8607.28	
2498.5600	6.00403	1271.26	16500.8	8332.81	
2501.8368	6.00293	1254.09	16404.5	8392.52	
2505.1136	13.0107	1238.1	16324.2	8438.17	
2508.3904	4.00244	1224.5	15993.5	8149.8	
2511.6672	5.00229	1309.09	16479	8413.1	
2514.9440	9.00522	1272.21	16309.4	8510.85	
2518.2208	7.00296	1314.14	16132.7	8168.85	
2521.4976	7.00406	1295.28	16015.1	8240	
2524.7744	9.00687	1266.63	16482.3	8375.77	
2528.0512	7.00363	1306.18	16529.7	8576.95	
2531.3280	6.0033	1295.64	16379.4	8469.05	
2534.6048	12.0081	1202.37	16555.9	8476.31	
2537.8816	6.00403	1272	16498.6	8469.31	
2541.1584	7.00534	1230.82	16445.2	8554.07	
2544.4352	5.00412	1263	16302.8	8466.61	
2547.7120	10.0098	1236.26	16146.5	8316.22	
2550.9888	8.0044	1301.1	16581.6	8309.46	
2554.2656	8.00635	1252.7	16472	8526.18	
2557.5424	7.00449	1270.19	16337.2	8363.8	
2560.8192	6.00513	1215.08	16404.5	8353.48	
2564.0960	4.00122	1274.06	16352.9	8382.66	
2567.3728	10.0061	1244.94	16446	8552.08	
2570.6496	4.00122	1285.81	16112.6	8346.7	
2573.9264	15.014	1208.19	16557.1	8476.6	
2577.2032	9.00742	1297.38	16561.3	8427.53	
2580.4800	11.0084	1264.27	16452.8	8312.14	
2583.7568	9.00522	1232.29	16132.4	8291.29	
2587.0336	6.00366	1241.79	16537.6	8352.12	
2590.3104	19.0203	1273.25	16575.1	8660.64	
2593.5872	8.00391	1314.33	16336.6	8410.16	
2596.8640	11.0071	1249.91	16407.5	8456.17	
2600.1408	8.00586	1258.07	16667.1	8380.75	
2603.4176	10.0079	1266.79	16572.2	8424.85	
2606.6944	4.00122	1225.38	16568.5	8395.63	
2609.9712	6.00513	1228.16	16518.8	8238.75	
2613.2480	9.00522	1245.07	16753.3	8532.37	
2616.5248	16.0137	1243.99	16452	8623.71	
2619.8016	11.0084	1180.11	16460.2	8579.14	
2623.0784	8.00489	1265.74	16392	8383.7	
2626.3552	5.00412	1229.66	16536.9	8552.85	
2629.6320	8.00489	1191.38	16536	8591.38	
2632.9088	10.0067	1210.18	16307	8484.89	
2636.1856	6.0044	1207.83	16213.9	8486.37	
2639.4624	8.00684	1286.39	16372.8	8375.92	
2642.7392	7.00492	1335.95	16623.3	8357.82	
2646.0160	5.00321	1293.37	16168.5	8365.81	
2649.2928	8.00684	1219.2	16313.6	8449.53	
2652.5696	9.00644	1268.47	16378.4	8488.47	
2655.8464	12.0095	1227.81	16416.7	8280.2	
2659.1232	5.00382	1260.42	16633.7	8340.14	
2662.4000	4.00171	1255.67	16224	8387.57	
2665.6768	7.00534	1264.92	16527.1	8393.02	
2668.9536	14.0137	1305.86	16426.6	8360.96	
2672.2304	6.00366	1280.87	16345	8343.32	
2675.5072	11.0057	1347.65	16636.2	8554.07	
2678.7840	9.00632	1292.83	16384.3	8464.27	
2682.0608	7.00321	1268.29	16712.4	8339.57	
2685.3376	11.0081	1213.72	16242.7	8408.87	
2688.6144	15.0115	1256.87	16432.1	8470.25	
2691.8912	10.0073	1232.79	16704.8	8302.07	
2695.1680	11.0091	1273.67	16455.8	8531.26	
2698.4448	5.0026	1302.44	16587.8	8422.86	
2701.7216	8.00537	1246.56	16843.7	8360.1	
2704.9984	8.0044	1248.22	16713.7	8404.42	
2708.2752	9.00742	1362.41	16296.9	8502.38	
2711.5520	13.0099	1289.67	16094.8	8473.17	
2714.8288	4.0022	1279.24	16279.8	8404.32	
2718.1056	2.00049	1310.47	16659.1	8594.8	
2721.3824	15.0115	1289.33	16509.6	8428.17	
2724.6592	10.0054	1284.25	16228.3	8408.54	
2727.9360	12.0139	1250.87	16569.4	8387.9	
2731.2128	9.00797	1253.96	16787.7	8373.29	
2734.4896	9.00632	1343.23	16216.7	8518.71	
2737.7664	6.00403	1258.86	16640.2	8552.27	
2741.0432	13.0107	1262.82	16550	8441.62	
2744.3200	12.0103	1258.5	16476.8	8596.55	
2747.5968	10.0087	1226.16	16651.2	8590.77	
2750.8736	15.0142	1144.03	16497.7	8641.32	
2754.1504	13.0115	1159.25	16616.8	8599.12	
2757.4272	8.00586	1152.17	16392.2	8259.39	
2760.7040	22.0269	1162.74	16350	8205.56	
2763.9808	29.047	1161.61	16321.5	8177.19	
2767.2576	71.1978	1127.83	15887.8	8310.4	
2770.5344	94.3284	1119.73	15901.7	8130.11	
2773.8112	182.041	1182.63	15669.7	8124.15	
2777.0880	267.315	1184.34	15358.6	7794.55	
2780.3648	469.988	1129.14	15087.1	7852.24	
2783.6416	738.991	1010.69	13982.2	7390.5	
2786.9184	1350.42	966.262	13443.4	6727.92	
2790.1952	2421.19	861.1	12035.8	6246.61	
2793.4720	3906.47	807.189	10226.4	5222.55	
2796.7488	5926.08	659.786	7966.71	4227.7	
2800.0256	7939.55	455.758	6068.18	3253.03	
2803.3024	10196.5	357.578	4075.42	2204.41	
2806.5792	11776.7	207.308	2649.87	1432.1	
2809.8560	12039.9	123.631	1657.18	866.091	
2813.1328	12051.9	96.9441	975.804	547.416	
2816.4096	11444.9	66.4585	562.964	310.402	
2819.6864	11049.7	29.1343	362.15	211.135	
2822.9632	10321.3	38.1865	223.067	114.834	
2826.2400	9694.89	17.0532	142.368	64.2615	
2829.5168	9370.24	14.0351	81.1138	46.1324	
2832.7936	8602.65	6.01579	63.8832	28.0788	
2836.0704	8240.77	9.02279	56.815	19.0576	
2839.3472	7855.63	12.0389	41.5643	22.07	
2842.6240	7350.46	6.01665	45.6733	23.068	
2845.9008	7409.9	6.01064	39.4832	21.0506	
2849.1776	6961.7	11.0219	54.7892	26.0652	
2852.4544	6755.12	6.01211	40.5619	12.0375	
2855.7312	6452	8.01811	35.4687	17.0421	
2859.0080	6187.01	3.00486	36.4562	21.0611	
2862.2848	6146.45	6.01027	32.4878	12.0279	
2865.5616	5979.72	11.0225	30.3726	20.049	
2868.8384	5765.84	9.01623	38.5076	14.0341	
2872.1152	5528.58	3.00413	30.3865	12.0316	
2875.3920	5420.17	12.0278	23.308	16.0509	
2878.6688	5227.93	8.01223	21.2896	13.0426	
2881.9456	4957.28	5.00718	31.4774	10.0325	
2885.2224	5055.21	8.01223	22.2719	16.0568	
2888.4992	4846.02	3.00486	27.3682	12.0316	
2891.7760	4722.72	9.01672	24.3101	20.0674	
2895.0528	4574.23	5.00779	34.4266	13.045	
2898.3296	4524.63	6.0077	28.3987	12.0404	
2901.6064	4423.43	9.01899	26.37	13.0378	
2904.8832	4352.19	4.00758	18.2528	17.0567	
2908.1600	4234.93	5.00565	23.2965	9.02562	
