time	total	12	13	16	17	19	24	25	26	27	27.9	28	31	32	35	35	36	37	38	39.01	39.02	40	40	41	42	43	44	44	45	48	49	50	50	51	52	52	53	53	55	56.1	57	57	58	59	59	60	60	61	62	63	64	64	65	65	66	67	68	68.1	69	69	70	71	72	73	74	75	76	77	77	77	78	78	79	79.1	80.1	81	84	85	86	87	89	89	91	95	96	97	98	103	103.1	108	109	111	113	115	115.1	117	119	121	129	129.1	133.1	135.9	141	145.1	148.1	149.1	157.1	159.1	162.1	163.1	167	175.1	181.1	188.1	189.1	199.1	205.2	215.1	231.2	245.2	257.2	277.2	296	302.2	316.2	330.2	344.2	358.3	373.3	401.3	417.3	429.3	455.3	465.3	523.3	563.4	579.4	607.4	619.4	635.5	915.6	1063.7	1119.7	1175.8
38	2.66E+06	18883.2	44793.9	36202.2	50190.9	170.054	21962.1	114033	7670.06	4636.73	0	152.051	532.623	185.076	172.065	16.0112	7166.14	6813.1	6003.02	1183.94	7080.49	2748.73	1371.07	197010	11885.6	13186.8	784.467	341.368	13604.7	7166.28	42827.8	2331.06	3678.8	7045.24	1545.66	490.472	2708.98	1091.54	8708.15	62.1156	428.908	1554.19	10945.4	92682.5	58203.5	210.273	4017.89	5896.46	8406.9	6529.41	669.639	864.486	14356.7	4743.85	1178.19	3072.45	244.207	152.255	4969.57	3225.23	674.241	24245.3	2991.12	19474.6	3780.59	4091.2	67.0225	150.067	931.683	1070.02	47.0146	1213.03	1556.25	898.446	133.294	5291.02	1791.39	3514.51	5204.52	5617.65	4543.79	2765.46	3089.5	1242.78	1051.68	7679.59	1659.34	790.984	977.526	575.239	1099.15	1931.22	1690.37	1453.21	1091.49	2120.68	3552.64	2221	904.684	807.77	1839.17	34.015	978.162	1811.48	1523.99	2297.97	3178.77	9295.22	949.12	744.519	704.926	20789.1	772.288	1983.37	4988.84	8152.18	11662.5	21819.7	163065	3934.99	8091.39	32059.4	296.294	143.111	126.087	100.057	155.109	95.049	123.098	108.074	127.081	110.063	38.0126	223.142	121.046	69.0229	305.35	457.655	266.263	5002.93	1441.71	941.951	2724.29	5829.44
40	2.76E+06	18799.4	45254.3	31185.7	46108.2	400.271	21582.8	110757	55736.5	3527.47	2.00009	811.474	344.297	166.063	157.063	11.0079	7230.12	6390.57	5869.46	2236.88	6353.64	2664.62	9891.63	160842	76416.9	11198.8	506.696	1151.12	7854.72	6964.28	39131.6	5347.52	3707.91	5974.77	1564.01	1293.43	1915.76	751.4	4875.92	335.945	965.034	1336.1	7763.54	52475.6	31239.1	208.201	3637.01	5323.5	7603.15	6052.2	823.385	1953.78	13185.4	4472.14	2149.9	2500.84	735.638	1003.57	2969.89	1800.65	3532.76	13412.1	2766.87	16743.1	4131.53	3529.41	50.0125	149.065	754.884	821.202	55.014	1121.36	1248.74	844.711	376.081	4912.8	1562.59	2742.96	4609.25	4762.08	3898.83	2589.57	2915.77	784.022	991.142	6134.58	1599.29	645.394	777.718	460.845	855.568	1672.31	1461.31	1258.62	984.506	1844.51	2928.33	1777.16	780.162	713.772	1649.78	29.0095	866.649	1627.47	1075.06	2090.46	3158.19	7680.25	774.985	721.853	1350.9	18776	695.881	1659.27	4438.09	7497.91	10218.9	20952.1	177412	3891.74	4892.42	22555.3	884.911	908.587	893.243	698.434	1479.71	688.368	799.948	569.967	558.967	936.299	93.0457	217.178	242.247	270.368	2889.77	429.77	2223.59	49807.2	712.013	620.523	1518.3	3170.2
42	2.68E+06	19155.7	46743	24855.2	42464.1	272.131	21700	104288	104121	1833.06	0	1640.85	148.066	82.0168	101.022	8.00321	6962.87	5951.89	5170.16	3170.02	6041.67	2220.74	16897.2	121742	140849	8892.54	205.143	1612.86	1861.6	6659.23	34756.7	7514.08	3978.39	4852.14	1406.93	2149.36	1223.72	464.074	1438.69	577.062	1483.08	1113.18	3785.27	11870.7	7895.38	235.169	3367.04	4831.4	6761.2	5679.47	885.177	2620.16	11296.1	4266.21	2715.42	1906.33	1052.08	1643.52	853.793	709	5853.55	3104.54	2480.75	14503.6	4425.58	3096.64	38.0078	91.0297	625.136	688.368	52.0112	1074	993.564	720.096	563.776	4383.3	1428.03	2195.41	4130.59	3918.59	3291.74	2447.3	2415.53	279.257	847.161	4943.02	1487.24	508.908	630.384	365.508	746.913	1575.5	1253.02	966.776	875.228	1404.92	2334.6	1330.2	653.561	647.899	1357.55	29.0102	700.766	1312.42	624.874	1431.05	2812.64	6331.84	563.224	545.009	906.517	14869.6	656.293	1286.41	3804.48	6951.99	7988.44	19919.8	184870	3674.06	1828.55	9524.56	863.886	1699.28	1648.13	1505.65	2852.53	1279.47	1511.09	1070.28	1102.37	1825.13	196.156	139.104	441.802	583.465	6476.54	312.534	4484.4	100518	102.053	121.066	244.223	426.602
44	2.57E+06	18608.5	45224.7	23182.5	39999.7	230.089	21188.4	98841.5	109678	1405.21	1.00004	1746.41	109.03	75.0127	54.0066	13.0032	6859.93	5661.16	4982.92	3160.11	5571.4	1999.43	16880.3	108430	144420	7639.96	106.049	1705.81	570.7	6217.65	32602.1	6959.3	4228.91	4504.68	1291	2016.39	996.293	394.141	698.372	580.125	1348.98	1114.54	2330.22	2746.43	2694.31	156.074	3004.35	4436.49	6362.13	5415.74	726.383	2501.4	10285.9	3952.62	2338.87	1678.48	999.606	1625.7	403.409	412.3	5745.43	893.712	2244.01	13315	4227.91	2685.39	48.0095	93.0278	503.783	606.577	38.0068	906.102	953.683	664.063	602.85	4075.29	1258.87	1933.65	3780.43	3599.35	2942.9	2232.77	2170.82	132.068	772.713	4542.23	1373.96	417.585	539.679	373.496	692.493	1440.92	1237.46	865.113	759.978	1243.4	2081.7	1255.39	610.243	579.272	1175.66	21.0067	656.496	1162.42	495.232	1248.62	2582.25	5604.7	482.566	426.337	828.059	12656.6	551.63	1092.37	3384.74	6377.14	6909.01	18052	177134	3363.84	1263.74	3856.1	551.859	1794.11	1826.3	1572.13	2949.96	1431.29	1663.96	1045.07	1208.82	1790.28	213.164	167.125	528.144	794.483	6880.1	240.374	4464.92	97669.6	32.0071	26.0034	26.0042	43.0081
46	2.52E+06	18830.8	46427	22999.7	39892.6	280.132	21586.5	99969.4	111170	1336.51	1.00005	1759.19	113.034	66.0089	53.0056	3.0006	6874.39	5473.45	4971.03	3131.74	5630.25	1918.74	17579.6	107986	147965	7801.71	101.041	1815.64	325.255	6447.82	32760.7	7486.17	4098.02	4714.5	1349.17	2159.36	966.074	384.958	632.122	598.101	1563.05	1031.27	1740.82	1299.67	1856.51	130.054	3331.2	4482.08	6497.38	5314.52	710.378	2612.62	10285	4097.55	2665.86	1635.04	1070.04	1706.78	361.315	390.028	5944.45	498.559	2426.34	13582.9	4422.49	2749.01	38.0083	69.0169	573.87	610.631	38.0059	982.223	964.633	684.106	544.571	4124.91	1230.71	1960.51	3824.18	3649.83	2865.71	2259.2	2120.27	99.0391	781.722	4621.55	1417.31	426.582	531.617	325.387	670.455	1484.16	1243.53	898.341	769.152	1333.68	2076.38	1193.86	574.175	569.202	1156.35	15.0047	668.489	1173.45	452.039	1253.28	2649.53	5790.31	463.424	433.262	885.284	13107	548.516	1148.65	3419.17	6488.84	7057.97	18576.1	174719	3399.51	1207.31	2177.56	597.92	1916.76	1915.72	1692.65	3166.98	1438.15	1609.55	1088.22	1229.77	1734.87	194.155	169.123	590.244	816.413	7073.05	273.418	4723.11	95562	8.00114	27.0041	3.00022	21.0021
48	2.50E+06	18530.5	46067.4	22468.7	39342.3	268.126	20990.2	97634.5	109432	1330.36	2.00009	1674.04	76.0193	70.0131	35.0038	9.00161	6471.77	5329.42	4709.38	3247.85	5373.2	2056.02	17227.5	105431	147186	7639.54	115.059	1826.02	285.202	6010.6	31521.5	7660.06	3575.97	4280.82	1330.3	2033.11	962.269	398.121	585.098	637.26	1518.05	952.534	2410.79	1001.3	1581.17	187.089	3135.43	4358.7	6184.52	5116.87	836.874	2676.17	10049.9	3909.1	2644.68	1609.77	1075.31	1720.65	334.313	415.127	6053.06	394.404	2342.01	13149.3	4198.34	2716.95	60.0136	80.0232	588.013	568.56	41.0081	933.199	943.52	646.75	584.749	3885.98	1198.7	1820.22	3691.43	3369.34	2983.82	2139.51	2096.82	128.06	744.763	4384.6	1401.84	411.643	538.76	338.39	692.606	1402.55	1179.33	927.514	737.076	1311.04	1967.32	1111.86	583.237	544.152	1179.13	17.0048	645.464	1118.27	467.176	1164.31	2526.43	5680.44	462.571	414.185	869.402	12947	562.676	1151.97	3534.28	6442.3	6962.05	18146.6	168743	3342.08	1176.55	1496.72	637.076	1913.64	1887.15	1688.02	2991.37	1422.49	1547.34	1046.17	1227.09	1681.93	163.12	171.135	538.132	807.416	6729.32	237.342	4601.25	91912.8	13.0016	23.0034	8.00051	16.0013
50	2.46E+06	17876.2	44600.3	21826.9	38246.1	292.15	19673.2	95501.3	106699	1309.12	2.0001	1652.02	96.0296	58.0081	38.0042	2.00036	6346.12	5156.23	4622.6	3162.41	5228.13	2042.43	16868.6	103368	144086	7413.1	116.053	1835.71	267.191	5817.82	30539.1	7526.7	3315.09	4275.29	1318.37	2009.92	930.147	357.809	537.991	582.023	1531.68	863.031	2515.77	945.122	1423.57	242.158	2991.01	4184.71	5969.65	4943.08	803.907	2568.15	9887.94	3697.31	2552.53	1644.21	1088.44	1605.43	348.316	388.039	5980.06	422.431	2113.25	12260.4	3942.53	2511.84	59.0147	82.0238	534.916	581.521	49.0111	884.192	916.627	597.491	576.609	3793.34	1138.57	1762.13	3544.56	3069.53	2687.18	2132.34	1970.29	107.059	789.038	4168.85	1326.41	399.618	560.838	319.391	635.414	1318	1182.38	894.334	720.883	1231.63	2014.9	1159.15	628.346	489.946	1142.67	24.0077	654.564	1066.81	443.037	1201.28	2645.44	5364.81	437.353	398.168	754.047	12790.2	519.452	1062.32	3448.16	6220.19	6652.41	17881.8	163271	3181.48	1133.15	1425.33	645.102	1806.97	1888.39	1595.65	2978.56	1383.24	1530.6	1092.4	1142.49	1642.15	199.159	144.112	535.094	829.734	6570.42	238.367	4542.55	88944.3	15.0021	28.0033	11.0008	12.0011
52	2.44E+06	17593.4	43255.2	21514.3	37832.6	250.109	19943	93402.5	103612	1241.4	2.00009	1616.74	81.0201	58.0076	34.0026	6.00092	6260.61	5245.87	4463.95	2951.96	5174.93	2028.76	16334.1	100900	137616	7197.26	128.058	1681.71	224.138	5724.83	30320.5	6773.19	3851.33	4156.81	1265.88	1963.81	923.04	345.759	530.873	553.859	1328.83	971.126	2324.02	808.629	1467.22	206.108	2759.83	4155.76	5920.35	4946.56	795.613	2408.66	9636.98	3806.92	2405.66	1569.82	1078.11	1562.83	281.227	339.828	5649.46	346.32	2138	12712.1	4021.92	2490.35	47.0107	86.021	502.73	570.312	51.0084	851.888	814.96	624.305	536.46	3958.06	1166.43	1773.63	3495.88	3381.88	2771.51	2077.29	1982.44	95.0413	724.593	4175.01	1258.5	433.601	501.53	351.42	685.486	1416.88	1172.92	731.709	693.25	1194.03	1877.99	1117.62	521.011	550.038	1113.12	22.0058	663.472	1136.03	418.947	1103.26	2418.38	5301.75	455.5	394.127	728.699	11835.2	466.294	1011.67	3207.3	6105.35	6458.07	17328.6	162755	3105.8	1153.37	1326.27	491.679	1728.57	1703.44	1535.81	2849.71	1389.99	1454.6	990.846	1061.2	1687.74	170.126	138.093	493.956	841.569	6376	256.388	4277.33	86513.6	14.0014	17.0019	7.00067	14.001
54	2.45E+06	17637.3	43711.3	21792.3	38019.3	225.086	19988.3	94056.8	105392	1235.11	3.00011	1590.33	78.0183	56.0079	41.0047	9.00185	6189.56	5169.49	4671.4	2881.12	5269.72	1813.25	16093.9	101513	138837	7183.67	110.046	1676.53	259.17	5777.06	30975.2	6652.64	4036.67	4263.34	1228.58	1908.62	936.034	359.81	546.892	577.951	1328.77	1022.57	1936.09	842.68	1504.52	139.054	2764.31	4210.78	5780.78	5064.16	709.267	2396.59	9657.52	3551.16	2258.55	1506.97	977.595	1599.59	333.294	371.979	5665.69	364.337	2048.77	12565.3	3931.98	2453.8	36.0074	70.0158	527.779	559.296	32.0057	877.006	857.068	603.285	548.481	3904.96	1182.51	1771.16	3492.25	3531.79	2706.93	2145.24	1997.26	96.0455	703.411	4087.13	1269.43	417.583	502.504	300.329	626.218	1314.06	1164.61	806.953	719.599	1175	1873.81	1069.32	579.162	526.017	1156.51	17.0051	652.468	1087.65	436.972	1125.7	2466	5420.59	421.253	417.172	717.63	11704.6	465.274	1094.38	3180.39	6087.7	6290.05	17124.7	166378	3168.92	1192.2	1429.9	518.743	1698.16	1839.27	1543.89	2923.29	1379.84	1534.02	1004.87	1131.44	1652.81	170.125	138.094	581.264	846.415	6408.4	226.322	4241.36	87041.9	14.0022	10.0009	8.00072	12.0011
56	2.44E+06	18162.8	44668.1	22174.2	38464.3	259.118	20578	95578	106600	1266.49	1.00004	1620.44	103.031	65.0094	42.0041	8.00149	6384.18	5342.13	4850.62	3051.98	5303.81	1900.4	16741.4	102011	142251	7443.68	96.0396	1752.04	270.17	5986.12	31457.3	7060.11	4022.59	4312.25	1234.68	1955.22	944.968	344.667	597.019	579.993	1457.28	984.392	1791.04	857.743	1446.34	129.05	3097.68	4213.42	6103.27	5150.9	742.341	2519.64	9859.24	3834.05	2526.92	1559.23	1002.62	1703.26	322.281	405.087	5836.42	360.336	2264.33	12929.1	4031.6	2631.45	37.0072	63.0167	576.898	601.552	41.0075	969.273	865.077	579.048	601.648	4010.58	1171.42	1938.49	3617	3435.44	2714.71	2209.82	1983.79	125.058	777.744	4474.62	1316.74	433.644	595.938	283.306	619.268	1435.03	1236.98	806.887	709.531	1212.13	2032.06	1105.47	626.295	560.208	1217.56	14.0027	679.478	1166.14	434.002	1222.4	2410.31	5581.69	417.262	381.098	812.902	12328.9	531.49	1104.3	3343.87	6145.26	6556.37	17783.1	166740	3167.47	1128.81	1468.06	569.838	1863.48	1854.45	1596.98	3031.11	1453.1	1552.11	1051.08	1161.52	1644.85	182.137	143.094	525.008	872.761	6489.57	248.341	4579.73	89505.2	18.0023	19.0022	9.00086	20.0021
58	2.49E+06	18353.2	45218.8	22241.2	38840.8	257.121	20351.9	95938	107884	1315.33	3.00012	1662.21	91.0262	56.0079	32.0023	7.00099	6336.55	5361.44	4674.23	3260.4	5316.75	1969.76	17269.9	104266	145364	7614.1	136.075	1852.92	296.226	5941.27	30809.8	7554.39	3471.08	4294.83	1325.39	2024.97	936.176	412.161	553.992	541.993	1516.32	868.897	2481.17	957.178	1515.4	231.129	3048.83	4305.94	6051.9	5128.54	829.903	2603.24	9975.06	3770.72	2580.14	1632.93	1089.34	1751.96	318.267	349.857	5977.94	444.5	2253.71	12633.9	4199.74	2497.99	53.0135	84.0187	497.775	562.313	46.0087	932.322	902.483	624.643	519.428	3926.84	1196.88	1812.41	3610.63	3393.52	2967.32	2087.24	2129.54	121.061	768.86	4234.95	1344.41	440.709	565.924	323.405	672.525	1305.61	1118.78	866.252	735.962	1249.62	1976.59	1118.03	527.121	536.085	1188.34	19.0055	638.544	1122.27	432.097	1144.2	2605.55	5564.25	472.519	428.264	910.545	12808.7	517.504	1076.63	3356.94	6356.42	6874.38	17850.2	167799	3318.88	1136.21	1583.64	653.102	1801.93	1847.94	1626.58	3025.75	1461.73	1585.74	1080.44	1165.84	1737.49	171.125	137.102	570.295	900.905	6546.5	240.312	4549.83	90678.9	24.0035	19.0023	21.0019	16.0017
60	2.46E+06	17840.4	43931.4	21451.5	37962	324.197	19864.5	93815.4	104949	1292.11	5.00032	1601.72	77.0223	74.0151	32.0031	9.00158	6180.68	5144.32	4673.74	3164.07	5053.39	2018.21	16761.3	101946	141439	7493.39	148.077	1829.75	280.231	5706.73	30009.7	7537.02	3341.27	4258.43	1286.27	2028.19	859.958	449.241	603.146	568.047	1438.89	918.172	2715.83	1232.53	1700.85	253.137	2953.43	4076.69	5898.93	4899.91	814.935	2585.42	9866.44	3729.67	2468.76	1498.01	1020.24	1651.64	374.363	371.037	5896.17	511.678	2206.38	12170.2	4050.36	2448.22	51.0112	110.033	517.889	538.331	57.0115	892.236	855.332	600.342	590.607	3746.25	1173.82	1734.23	3517.5	3264.86	2846.7	2028.17	1985.36	122.065	723.73	4073.11	1313.28	402.589	521.654	331.434	641.488	1309.91	1152.12	845.207	692.656	1242.54	1887.19	1164.4	586.298	527.127	1194.1	21.0062	691.595	1084.98	445.049	1173.32	2403.43	5476.15	416.38	414.225	950.956	12384.1	521.587	992.048	3336.32	6147.04	6899.58	17737.6	163040	3103.65	1090.18	1595.91	805.649	1784.71	1805.56	1520.11	2898.67	1360.21	1500.13	1006.1	1134.72	1630.43	164.107	126.085	515.084	805.518	6425.74	241.335	4408.35	88877.1	19.0028	22.0029	19.0013	28.0027
62	2.45E+06	17201.1	43103	21805.8	37218.7	374.252	19838.1	92189.5	99440.5	1288.36	1.00004	1449.72	107.032	74.0122	43.0048	4.00074	6207.04	5156.65	4594.26	2865.72	5088.72	2038.98	15648.1	101925	132337	7051.78	128.052	1570.84	710.169	5820.34	30072.3	6526.51	3822.91	4168.77	1251.86	1811.01	889.003	377.934	809.884	522.682	1348.95	1018.57	2598.81	4104.7	3563.35	226.13	2758.06	4121.84	5709.43	4984.99	680.263	2362.45	9820.76	3615.43	2256.12	1572.74	1038.88	1483.53	435.507	445.511	5315.38	1234.51	2043.06	12295.4	3925.7	2474.94	41.0084	91.0243	542.833	572.483	50.0093	880.977	852.135	609.357	490.28	3828.14	1158.33	1711.49	3393.76	3359.89	2845.45	1982.31	2072.25	145.086	758.71	4275.67	1325.98	454.717	536.792	312.381	590.141	1296.01	1097.45	847.144	747.939	1232.45	1926.99	1120.52	551.146	566.2	1171.99	26.0069	623.387	1105.96	466.161	1153.58	2407.28	5375.99	502.718	411.276	1127.74	11940	527.589	1077.44	3241.63	5972.69	6560.1	17013.3	163106	3134.73	1353.51	2940.65	1006.52	1705.35	1745.68	1503.67	2751.93	1427.28	1473.92	978.882	1069.19	1598.2	157.113	141.089	503.961	781.324	6123.62	260.366	4227.27	86160.1	16.0029	40.0073	46.0096	82.0229
64	2.48E+06	17459	42115	23273.4	38420.9	489.412	20147.4	93473.2	90491.8	1595.57	5.00026	1375.9	128.043	79.0155	55.0068	3.00075	6302.45	5362.4	4668.39	2638.38	5186.54	1765.73	13969.2	108465	119285	7714.55	155.086	1455.91	1832.9	5782.05	31471.7	5864.26	4212.38	4309.71	1177.31	1722.29	988.226	406.199	1299.26	550.661	1153.54	1087.33	2832.52	11693.9	9360.71	135.061	2603.5	4122.02	5726.09	5047.22	661.092	2104.79	9767.72	3515.28	2124.82	1564.25	886.002	1249.25	761.389	619.301	4853.6	3445.05	2032.06	13126	3946.65	2525.72	41.0086	67.0147	523.738	632.671	24.0041	859.804	952.354	618.563	470.218	3868.71	1155.21	2003.28	3476.21	3546	2805.13	2098.36	2101.94	251.215	710.503	4507.17	1289.49	450.662	510.617	332.404	622.213	1319.1	1177.58	871.079	774.023	1193.26	2066.89	1152.84	570.157	519.966	1183.85	21.0066	646.399	1202.7	593.574	1240.38	2361.57	5679.11	476.713	517.774	1451.73	12588.8	499.45	1177.2	3464.75	6254.94	6693.65	17213	165152	3232.87	1776.65	7008.87	1420.81	1392.59	1475.29	1307.2	2552.12	1181.68	1380.81	923.308	1064.97	1506.17	170.116	142.097	474.87	685.845	5899.2	224.323	3947.15	82663.7	48.0163	82.0296	166.114	320.332
66	2.46E+06	17632	42776.7	24070.7	39186.6	507.469	19991.4	94557.6	84594	1826.72	5.00026	1300.47	154.06	92.0191	63.0084	10.0026	6295.32	5325.11	4769.49	2602.53	5369.64	1862.52	13269.7	113729	112188	7914.62	236.155	1456.06	2716.2	5860.2	31487.5	5941.29	3713.36	4508.55	1239.63	1707.98	1112.88	493.946	1857.65	481.438	1224.95	1003.76	3668.24	18395.6	12734.4	114.059	3054.55	4320.59	6231.67	5140.98	701.312	2098.22	10257.4	3815.66	2214.59	1759.16	905.099	1304.58	1086.82	861.905	4540.56	5084.96	2229.43	13452.9	4037.83	2756.28	41.0083	59.0136	546.805	663.866	28.0049	937.151	968.577	627.699	420.116	4029.58	1333.36	2051.1	3797.55	3691.28	2991.63	2127.78	2338.9	315.313	843.03	4589.34	1352.96	456.673	656.249	339.399	703.564	1460.18	1177.1	913.396	725.965	1336.05	2177.75	1335.92	602.234	592.358	1310.19	17.0051	656.475	1242.34	663.899	1475.9	2502.84	6043.3	495.862	491.781	1616.33	14130.2	564.73	1174.55	3520.81	6299.15	7368.32	17960.4	161251	3301.84	2245.23	10072.3	1949.37	1395.6	1426.14	1253.94	2453	1120.22	1231.15	820.922	1047.67	1455.66	159.104	131.081	382.582	631.468	5398.96	254.351	3801.09	79135.2	73.0299	150.09	314.425	535.892
68	2.43E+06	17174.9	42222.7	23701	38253.9	520.485	19475.5	92495.4	80818.7	1790.38	0	1234.26	174.07	96.0214	68.0125	7.00223	6102.24	5237.25	4730.98	2636	5341.74	1865.7	13173.6	113299	107490	7954.94	252.191	1430.21	3013.33	5903.52	31257.9	6027.85	3534.29	4457.27	1216.61	1643.35	1115.99	470.805	1933.74	452.388	1165.81	925.047	3896.09	20115.3	13166.7	142.081	2992.62	4240.6	6178.42	5103.55	693.286	2127.32	10082.6	3830.69	2208.31	1785.9	855.004	1229.86	1096.9	855.016	4567.82	5146.97	2283.59	13045.1	3875.16	2674.26	42.0082	87.0209	640.139	633.029	51.0102	927.164	952.614	663.952	486.235	4004.85	1292.21	2042.91	3683.79	3588.87	2942.09	2182.6	2121.2	339.367	753.736	4559.7	1276.74	440.704	583.015	344.451	677.595	1362.94	1194.38	911.379	768.168	1366.44	2271.27	1289.89	588.326	572.381	1371.58	17.0056	674.635	1234.47	731.393	1482.33	2573.32	5950.39	523.133	494.698	1651.98	14382.3	581.837	1194.99	3525.74	6033.32	7413.92	17572.7	157319	3230.81	2332.66	10569.4	2105.79	1249.79	1461.31	1161.37	2275.67	1047.98	1164.69	784.854	931.323	1393.1	149.092	102.059	368.554	561.309	5167.71	254.348	3724.19	75949.8	87.0415	174.125	361.497	567.017
70	2.41E+06	16673.1	41012.8	23041.3	37654.5	567.569	18901.9	90426.8	78638.1	1907.83	0	1192.16	150.059	74.0156	72.0136	10.0033	5970.46	5089.36	4591.52	2639.83	5179.65	1950.78	12677.8	112436	104229	7853.05	248.175	1352.71	2839.59	5546.43	30521.9	6006.91	3302.81	4279.44	1266.02	1608.58	1091.97	500.042	1986.51	397.105	1133.9	965.505	4142.91	20401.9	12989.4	185.119	3095.27	4151.34	5818.93	4804.42	718.438	2104.82	9723.97	3669.82	2207.46	1681	824.954	1213.77	1133.17	825.844	4430.32	5183.54	2288.64	12642.4	3713.35	2596.61	41.0096	99.0306	545.976	575.553	46.0101	882.14	920.559	681.016	458.099	3807.81	1157.7	1991.35	3522.12	3352.11	2971.11	2045.87	2100.29	348.408	719.752	4518.84	1338.34	477.813	605.201	303.39	686.634	1313.7	1099.86	918.5	748.19	1257.85	2183.73	1260.88	614.413	545.288	1234.61	19.0054	651.578	1154.95	684.275	1315.01	2480.04	5792.04	544.284	471.723	1587.22	13781.6	519.654	1184.65	3535.31	5996.8	7045.47	17118.5	153963	3106.57	2234.73	10286.9	2128.35	1229.84	1334.87	1132.35	2180.21	1023.89	1134.59	817.9	932.417	1324.86	138.09	113.068	378.566	515.127	4912.13	231.309	3475.16	73795.8	94.0426	182.134	361.496	541.015
72	2.41E+06	16808.1	40798.4	23413	37971.6	540.507	19187.7	92155.6	79727.7	1825.65	1.00003	1177.91	153.056	89.0164	64.0086	12.0032	6108.72	5192.24	4634.03	2407.52	5232.64	1834.35	12688.5	112989	104841	7819.51	229.154	1308.96	3010.3	5751.27	31443.1	5650.36	3642.45	4341.84	1262.69	1611.17	1163.97	440.639	1976.51	429.235	1060.08	989.116	3854.33	19940.6	13945.5	147.082	2843.68	4227.73	6077.67	5106.81	698.231	2037.16	9938.65	3713.42	2136.07	1808.28	931.179	1281.47	1080.75	875.091	4284.28	5544.35	2304.52	13345.7	3860.64	2750.75	47.0099	87.0238	558.887	668.946	33.0057	875.979	897.213	696.944	396.907	3971.56	1220.68	2015.06	3712.34	3545.64	2930.02	2136.42	2126.49	291.262	757.757	4517.71	1370.14	412.569	598.903	335.407	695.561	1402.76	1225.27	877.253	792.297	1320.06	2198.86	1321.98	590.345	611.568	1320.18	18.005	682.64	1191.12	635.93	1358.04	2557.17	5997.62	541.194	478.741	1695.96	13624.9	530.573	1178.75	3443.53	6108.36	7338.23	17517.5	157653	3220.85	2265.35	10566.9	2089.53	1272.78	1290.46	1208.5	2268.1	1091.07	1140.58	813.872	944.41	1341.69	141.089	132.083	395.635	588.31	5122.55	258.374	3582.8	75549.5	84.0401	182.134	388.525	605.126
74	2.43E+06	17067.3	41259.6	23514.4	38689.6	553.531	19644.6	91801.1	79496.6	1861.77	3.00011	1211.13	161.065	96.0209	79.0122	2.0006	6202.04	5319.32	4593.71	2474.63	5245.6	1926.81	12801.8	112860	105642	7702.56	246.174	1323.11	2994.52	5862.25	31079.4	5553.68	3832.82	4521.85	1258.69	1618.16	1185.15	490.041	1982.66	425.252	1138.5	1086.21	3811.89	19865.5	14091	130.073	2913.71	4243.52	6147.77	4946.51	684.126	1999.55	9914.45	3771.87	2039.1	1818.41	876.994	1239.81	1155.13	813.786	4335.1	5335.71	2246.68	13672.3	3851.81	2734.65	54.0117	72.0158	544.813	652.859	42.0069	910.04	967.534	673.981	463.057	3934.7	1184.58	2062.13	3728.93	3656.23	2920.97	2133.34	2105.31	344.347	794.839	4533.8	1415.45	465.742	564.915	317.367	652.304	1357.33	1280.66	901.242	779.182	1250.54	2213.17	1268.57	562.186	590.352	1317.17	20.0056	663.448	1237.14	665.001	1315.55	2479.35	6016.69	561.293	454.611	1680.79	14154.4	542.571	1209	3447.72	6205.3	7303.21	17636.7	159677	3222.76	2277.15	10524.4	2044.45	1332.83	1363.7	1113.01	2230.74	1062.91	1199.75	816.841	886.203	1346.48	131.074	139.088	362.504	590.312	5013.43	233.308	3636.66	75571	81.0384	187.125	393.568	600.112
76	2.39E+06	16736	41005.1	23325.4	37219.9	560.539	19245.1	91890	78973.6	1880.03	2.00008	1185.04	148.061	94.0184	70.0117	12.0036	6133.71	5064.29	4547.96	2536.37	5158.79	1960.47	12729.6	112832	105246	7986.86	252.193	1320.44	2921.15	5857.95	30549.8	6014.83	3366.01	4352.99	1250.79	1558.73	1114.95	497.988	1937.83	408.185	1190.9	969.5	3935.26	20374.8	13155	131.069	3096.5	4264.24	6097.03	4970.72	675.301	2161.04	9907.75	3612.17	2178.73	1775.66	848.885	1282.27	1160.26	873.348	4366.03	5218.33	2282.88	12896.4	3761.09	2729.5	37.0085	89.0267	543.909	621.783	31.0048	914.217	916.474	621.606	430.035	3827.36	1199.78	1918.46	3631.34	3491.86	2995.74	2090.19	2189.6	342.355	783.801	4492.73	1296.04	480.794	577.062	299.359	624.338	1425.33	1204.43	954.651	753.263	1306.2	2272.83	1250.74	618.443	584.511	1224.59	17.0049	685.623	1226.44	713.147	1371.25	2458.34	5978.33	540.125	490.851	1700.1	13941.1	491.509	1177.82	3349.43	6067.83	7357.11	17219.5	154941	3202.91	2177.02	10328.7	2268.52	1255.74	1269.22	1091.12	2254.31	1023.88	1162.71	815.831	922.365	1348.02	140.082	107.062	338.465	569.294	5033.76	261.364	3634.54	74594.5	83.0371	169.121	379.541	565.049
