time, intensity
0.034482758620689724, 13.698630136987049
0.12643678160919536, 13.698630136987049
0.26436781609195403, 13.698630136987049
0.3563218390804599, -41.09589041095751
0.4252873563218391, 13.698630136987049
0.49425287356321856, 13.698630136987049
0.5862068965517242, -41.09589041095751
0.7241379310344827, 13.698630136987049
0.8160919540229885, 13.698630136987049
0.9310344827586208, 13.698630136987049
1.0229885057471266, 13.698630136987049
1.160919540229885, 232.8767123287671
1.206896551724138, 506.8493150684935
1.2528735632183907, 1328.7671232876728
1.3218390804597702, 2698.630136986303
1.3908045977011496, 3794.520547945207
1.4367816091954024, 3410.9589041095896
1.5057471264367814, 2205.4794520547966
1.5977011494252875, 506.8493150684935
1.666666666666667, 232.8767123287671
1.7126436781609193, 68.4931506849316
1.827586206896552, 68.4931506849316
1.9425287356321843, 13.698630136987049
2.03448275862069, -41.09589041095751
2.1264367816091956, 13.698630136987049
2.241379310344828, 68.4931506849316
2.3333333333333335, 13.698630136987049
2.425287356321839, 13.698630136987049
2.517241379310345, 13.698630136987049
2.609195402298851, 232.8767123287671
2.67816091954023, 945.2054794520554
2.724137931034483, 2150.684931506852
2.793103448275862, 3849.3150684931516
2.9080459770114944, 3904.109589041096
2.8620689655172415, 4671.232876712331
2.977011494252874, 2479.4520547945212
3.022988505747126, 1328.7671232876728
3.0689655172413794, 671.232876712329
3.1379310344827585, 342.46575342465985
3.2528735632183907, 68.4931506849316
3.436781609195402, 68.4931506849316
3.64367816091954, 68.4931506849316
3.8735632183908044, 68.4931506849316
4.080459770114942, 68.4931506849316
4.333333333333334, 13.698630136987049
4.5632183908045985, 13.698630136987049
4.908045977011495, 13.698630136987049
5.206896551724137, 13.698630136987049
5.4367816091954015, 232.8767123287671
5.505747126436782, 835.6164383561663
5.574712643678161, 1986.3013698630148
5.620689655172413, 3520.5479452054824
5.804597701149426, 3301.3698630137005
5.666666666666668, 4780.82191780822
5.735632183908047, 4397.260273972603
5.850574712643677, 1986.3013698630148
5.896551724137931, 1109.589041095891
5.96551724137931, 671.232876712329
6.034482758620689, 342.46575342465985
6.126436781609195, 178.08219178082254
6.218390804597702, 13.698630136987049
6.333333333333334, 13.698630136987049
6.425287356321839, 13.698630136987049
6.5632183908045985, 13.698630136987049
6.655172413793103, 13.698630136987049
6.816091954022989, 13.698630136987049
6.931034482758621, 13.698630136987049
7.045977011494253, 13.698630136987049
7.137931034482758, 13.698630136987049
7.275862068965518, 13.698630136987049
7.413793103448276, 13.698630136987049
7.5057471264367805, 13.698630136987049
7.666666666666666, 13.698630136987049
7.919540229885056, 13.698630136987049
8.057471264367816, 13.698630136987049
8.218390804597702, 13.698630136987049
8.264367816091953, 123.28767123287798
8.333333333333332, 397.2602739726044
8.402298850574711, 1219.1780821917837
8.448275862068964, 2643.8356164383586
8.49425287356322, 4068.4931506849334
8.563218390804598, 4835.616438356166
8.632183908045977, 4342.465753424658
8.678160919540229, 3301.3698630137005
8.724137931034482, 2205.4794520547966
8.770114942528735, 1438.356164383562
8.86206896551724, 1000
8.908045977011495, 671.232876712329
8.977011494252874, 561.6438356164381
9.137931034482758, 287.6712328767135
9.229885057471263, 178.08219178082254
9.459770114942529, 68.4931506849316
9.666666666666668, 13.698630136987049
9.873563218390805, 68.4931506849316
